Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11483112,2020-04-05 13:23:33,2020-04-05 13:18:48,267093,129885904,0,486,113,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11483112/SRR11483112.1,SRX8059239,ncov2019_run3_Mar18_NB13,WGS,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6428186,SAMN14442735,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-001/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1062401,,public,32E55CE987E1477990CB012A374DF9DA,09B3C8FB408F8327FA6AD1332A7BB27E
SRR11483111,2020-04-05 13:23:33,2020-04-05 13:18:54,128061,62681473,0,489,55,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11483111/SRR11483111.1,SRX8059240,ncov2019_run4_Mar19_NB14,WGS,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6428187,SAMN14533860,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-002/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1062401,,public,4B4FD463D4DA0C8AA3D45FA727923ECA,11BBD1CA10182C5F5681701EC7796C37
SRR11483110,2020-04-05 13:18:29,2020-04-05 13:15:12,133879,65021299,0,485,57,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11483110/SRR11483110.1,SRX8059241,ncov2019_run3_Mar18_NB15,WGS,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6428188,SAMN14533861,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-003/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1062401,,public,22D64B9F91D1BFE32E29A94F3BD5E457,C2017CF6F7C7277D7F5B61763EB85283
SRR11483109,2020-04-05 13:19:12,2020-04-05 13:15:58,108767,53246322,0,489,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11483109/SRR11483109.1,SRX8059242,ncov2019_run4_Mar19_NB17,WGS,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6428189,SAMN14533862,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-005/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1062401,,public,4B11D6F5853861B0A4A06D0C10CC5AE5,9E16BEA54E0814EB25770456214C8B87
SRR11483108,2020-04-05 13:19:12,2020-04-05 13:16:50,111031,54374406,0,489,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11483108/SRR11483108.1,SRX8059243,ncov2019_run4_Mar19_NB18,WGS,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6428190,SAMN14533863,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-006/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1062401,,public,31F172B95BE2E569FA5FC61FF864DD61,B941EAC2BC6957093B0E8D06E72A1CB6
SRR11483107,2020-04-05 13:18:29,2020-04-05 13:14:50,118501,58004114,0,489,50,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11483107/SRR11483107.1,SRX8059244,ncov2019_run4_Mar19_NB19,WGS,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6428191,SAMN14533864,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-007/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1062401,,public,3B1D3FD2DFF66CC5BD1C1780117A2C33,7BB5ADAA1CFDF9FD2A1AA7EAA808CC22
SRR11483106,2020-04-05 13:18:29,2020-04-05 13:13:07,191870,93421728,0,486,81,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11483106/SRR11483106.1,SRX8059245,ncov2019_run3_Mar18_NB20,WGS,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6428192,SAMN14533865,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-008/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1062401,,public,7F1CE28FD39E750730CBA1AFD3D51AA1,B13D9EE53B64FBEE617CA066030C86B8
SRR11483105,2020-04-05 13:18:29,2020-04-05 13:14:10,122593,60023988,0,489,52,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11483105/SRR11483105.1,SRX8059246,ncov2019_run4_Mar19_NB21,WGS,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6428193,SAMN14533866,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-009/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1062401,,public,36FE223EBA3B6566AF93D84392E10B4C,5C3CBBEC37CDD8FD132B61906E11451E
SRR11483104,2020-04-05 13:29:27,2020-04-05 13:24:13,601571,293377435,0,487,257,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11483104/SRR11483104.1,SRX8059247,ncov2019_run3_Mar18_NB22,WGS,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6428194,SAMN14533867,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-010/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1062401,,public,5728147113F5ED585E1BEF48013FA81E,45AD63F3B78C83D79EA636E9B23FD82F
SRR11648056,2020-04-29 20:43:51,2020-04-29 20:41:24,157805,76494146,0,484,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11648056/SRR11648056.1,SRX8209139,ncov2019_run8_Apr1_NB01,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6569392,SAMN14603684,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-011/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1070470,,public,AC32C06F8FCA828163D5518BFC8326D2,076AC7E83986145E3AE9A196F7417E9A
SRR11648055,2020-04-29 20:43:51,2020-04-29 20:41:07,234721,113829166,0,484,99,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-13/SRR11648055/SRR11648055.1,SRX8209140,ncov2019_run8_Apr1_NB02,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6569393,SAMN14603685,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-012/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1070470,,public,9C6C3D71A516CE73834930A4453FA261,0030D67030B7EBF7BDFB5E2C0D3A86C1
SRR11648044,2020-04-29 20:43:51,2020-04-29 20:41:02,241513,117509402,0,486,103,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11648044/SRR11648044.1,SRX8209151,ncov2019_run7_Mar30_NB09,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255253,PRJNA614976,,614976,SRS6569404,SAMN14603686,simple,2697049,Severe acute respiratory syndrome coronavirus 2,hCoV-19/USA/CT-Yale-013/2020,,,,,,,no,,,,,YALE SCHOOL OF PUBLIC HEALTH,SRA1070470,,public,3FD8C2732123DDA99587556F1E0C34F9,679C996711699F4A610EE0D92A0C338D
